$GPYBM,SN10086413,081102.30,+32.031673349,+120.915366668,15.215,269.210,-0.385,0.050,0.807,0.121,0.808,3545730.964,586467.746,1876.506,2123.906,4,4,28,1,0099,0.736,27,*7A

$GPYBM,SN10086413,081102.40,+32.031673340,+120.915367564,15.214,268.542,-0.544,0.002,0.851,0.037,0.851,3545730.964,586467.831,1876.505,2123.990,4,4,28,1,0099,0.730,27,*7A

$GPYBM,SN10086413,081102.50,+32.031673343,+120.915368465,15.197,269.362,-0.803,-0.002,0.870,0.166,0.870,3545730.965,586467.916,1876.505,2124.076,4,4,28,2,0099,0.736,27,*5A

$GPYBM,SN10086413,081102.60,+32.031673316,+120.915369400,15.204,269.619,-0.696,-0.040,0.903,-0.048,0.904,3545730.962,586468.005,1876.502,2124.164,4,4,27,2,0099,0.749,26,*78

$GPYBM,SN10086413,081102.70,+32.031673325,+120.915370277,15.200,269.606,-0.768,0.001,0.846,0.027,0.846,3545730.964,586468.087,1876.503,2124.247,4,4,27,2,0099,0.745,26,*75

$GPYBM,SN10086413,081102.80,+32.031673365,+120.915371195,15.207,268.562,-0.498,0.040,0.872,-0.073,0.873,3545730.969,586468.174,1876.507,2124.333,4,4,27,2,0099,0.741,26,*51

$GPYBM,SN10086413,081102.90,+32.031673411,+120.915372054,15.208,268.213,-0.481,0.063,0.812,-0.018,0.814,3545730.975,586468.255,1876.513,2124.415,4,4,27,2,0099,0.744,26,*58

$GPYBM,SN10086413,081103.00,+32.031673357,+120.915372943,15.207,268.251,-0.190,-0.049,0.837,-0.006,0.839,3545730.970,586468.339,1876.507,2124.499,4,4,27,2,0099,0.730,25,*7B

$GPYBM,SN10086413,081103.10,+32.031673383,+120.915373830,15.214,267.446,-1.322,0.016,0.838,-0.058,0.838,3545730.973,586468.423,1876.509,2124.582,4,4,27,2,0099,0.712,26,*5B

$GPYBM,SN10086413,081103.20,+32.031673374,+120.915374719,15.208,268.626,-0.658,-0.016,0.846,0.056,0.846,3545730.973,586468.507,1876.509,2124.666,4,4,27,1,0099,0.733,26,*5C

$GPYBM,SN10086413,081103.30,+32.031673323,+120.915375649,15.213,268.708,-0.634,-0.055,0.885,-0.044,0.887,3545730.968,586468.595,1876.503,2124.754,4,4,27,1,0099,0.735,25,*72

$GPYBM,SN10086413,081103.40,+32.031673355,+120.915376592,15.206,269.675,-0.487,0.026,0.904,0.065,0.905,3545730.973,586468.684,1876.506,2124.843,4,4,27,1,0099,0.738,25,*7A

$GPYBM,SN10086413,081103.50,+32.031673346,+120.915377423,15.211,269.030,-0.707,-0.011,0.788,-0.050,0.788,3545730.972,586468.763,1876.505,2124.922,4,4,27,2,0099,0.735,25,*78

$GPYBM,SN10086413,081103.60,+32.031673338,+120.915378312,15.209,268.463,-0.565,-0.000,0.831,0.014,0.831,3545730.972,586468.847,1876.505,2125.006,4,4,27,2,0099,0.739,25,*52

$GPYBM,SN10086413,081103.70,+32.031673304,+120.915379219,15.202,269.085,-0.499,-0.043,0.850,0.060,0.851,3545730.969,586468.932,1876.501,2125.091,4,4,27,2,0099,0.736,25,*5A

